question,response_j,response_k,id_lst
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {내리다,눈,엄청나다}
1. 엄청난 비가 내리고 있어요.
2. 평균 적설량을 뛰어넘어 엄청나게 눈이 많이 내린다.
3. 오늘따라 눈이 엄청나게 쌓였네요.
4. 겨울에는 눈이 많이 옵니다.",2. 평균 적설량을 뛰어넘어 엄청나게 눈이 많이 내린다.,1. 엄청난 비가 내리고 있어요.,Kocommon_Gen
"가게 조명이 모두 꺼졌다.
     다음 원인에 적절한 답은 무엇일까요?",가게 영업 시간이 종료되었다.,가게 영업 시간이 되었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {우리,남매,보다,든든하다}
1. 우리는 남매이다. 
2. 우리 남매는 언제 어디서나 항상 든든하게 봐 준다.
3. 그는 항상 든든하다고 말한다.
4. 남매가 함께 공원을 보다.",2. 우리 남매는 언제 어디서나 항상 든든하게 봐 준다.,1. 우리는 남매이다. ,Kocommon_Gen
"상한 우유를 마셨다.
     다음 결과에 적절한 답은 무엇일까요?",배탈이 났다.,새 우유를 사왔다.,Hellaswag
"아직 굳지 않은 시멘트를 밟았다.
     다음 결과에 적절한 답은 무엇일까요?",시멘트에 발자국이 남았다.,시멘트가 갈라졌다.,Hellaswag
"선반에 먼지가 잔뜩 쌓였다.
     다음 원인에 적절한 답은 무엇일까요?",선반을 오래 청소하지 않았다.,선반을 매일 닦았다.,Hellaswag
"마당에 잡초가 무성해졌다.
     다음 원인에 적절한 답은 무엇일까요?",여름이 되었다.,겨울이 되었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {망원경,이용하다,곳,보다,있다}
1. 망원경을 이용하면 먼 우주도 볼 수 있다.
2. 곳에 따라 별을 관찰하는 방법이 다를 수 있다.
3. 많은 연구실에는 최신 장비가 있다.
4. 망원경을 이용해서 멀리 있는 곳을 볼 수 있었다.",4. 망원경을 이용해서 멀리 있는 곳을 볼 수 있었다.,1. 망원경을 이용하면 먼 우주도 볼 수 있다.,Kocommon_Gen
"환자가 의식불명이 되었다.
     다음 원인에 적절한 답은 무엇일까요?",환자가 뇌졸중으로 쓰러졌다.,환자가 마음의 병이 생겼다.,Hellaswag
"남자가 손에 침을 발라, 책장을 넘겼다.
     다음 원인에 적절한 답은 무엇일까요?",책장이 잘 넘어가지 않았다.,책장이 잘 넘어갔다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {총각,사위,얻다,어머니,옆집}
1. 어머니가 사위에게 김치를 얻어왔다.
2. 총각은 옆집에 놀러가기를 좋아한다.
3. 옆집 어머니가 친절하시다.
4. 어머니는 옆집 총각을 늘 사위로 얻고 싶어 하셨다.",4. 어머니는 옆집 총각을 늘 사위로 얻고 싶어 하셨다.,3. 옆집 어머니가 친절하시다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {나다,오르다,산,때,시간,나}
1. 나는 시간이 날 때마다 친구들과 함께 산을 오른다.
2. 산에 오르는 것은 나에게 어렵다.
3. 산에 오를 때 주의해야 한다.
4. 시간이 지나면 모든 것이 나아진다.",1. 나는 시간이 날 때마다 친구들과 함께 산을 오른다.,2. 산에 오르는 것은 나에게 어렵다.,Kocommon_Gen
"흙탕물을 오래 가만히 놔두었다.
     다음 결과에 적절한 답은 무엇일까요?",물이 맑아졌다.,물의 색이 빨갛게 변했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {넘어가다,골키퍼,차다,공,중앙선}
1. 차다 못해 손으로 공을 잡았다.
2. 골키퍼가 힘껏 찬 공은 중앙선을 넘어갔다.
3. 골키퍼가 넘어가다 실점했다.
4. 중앙선을 넘어가며 공격을 전개했다.",2. 골키퍼가 힘껏 찬 공은 중앙선을 넘어갔다.,3. 골키퍼가 넘어가다 실점했다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {내다,굵다,목소리,사춘기,아들}
1. 우리 아들은 사춘기인지 점점 굵은 목소리를 냈다.
2. 우리 집 굵은 나무는 바람에도 흔들리지 않는다.
3. 아들의 키가 많이 자랐다.
4. 그 아이는 사춘기가 되어 목소리가 커졌다.",1. 우리 아들은 사춘기인지 점점 굵은 목소리를 냈다.,3. 아들의 키가 많이 자랐다.,Kocommon_Gen
"여성이 수레를 끌고 갔다.
     다음 원인에 적절한 답은 무엇일까요?",여성은 짐이 많다.,여성은 짐이 거의 없다.,Hellaswag
"여자의 가방끈이 끊어졌다.
     다음 원인에 적절한 답은 무엇일까요?",가방에 무거운 짐을 넣었다.,가방에 아무 것도 넣지 않았다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {승규,설레다,교복,생각,입다}
1. 교복을 입다 보면 벌써 학창 시절을 생각하게 된다.
2. 승규는 중학교에 입학해서 교복을 입을 생각에 설렜다.
3. 아이들은 교복을 입고 학교에 간다.
4. 승규는 새로운 책을 볼 때마다 설레다.",2. 승규는 중학교에 입학해서 교복을 입을 생각에 설렜다.,1. 교복을 입다 보면 벌써 학창 시절을 생각하게 된다.,Kocommon_Gen
"다트가 중앙을 빗겨갔다.
     다음 원인에 적절한 답은 무엇일까요?",남자가 중심을 잃은 상태에서 다트를 던졌다.,남자가 중심을 바로 잡은 상태에서 다트를 던졌다.,Hellaswag
"종이 박스가 물에 젖었다.
     다음 결과에 적절한 답은 무엇일까요?",박스에 무거운 물건을 넣었더니 찢어졌다.,박스에 무거운 물건을 넣어도 끄덕없었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {사람,당뇨병,도시,도시,죽다,많다}
1. 이 도시는 당뇨병으로 죽는 사람의 수가 다른 도시보다 많다.
2. 매년 도시의 인구가 증가하고 있다.
3. 많은 사람들이 도시 생활을 선호한다.
4. 당뇨병은 심각한 질병이다.",1. 이 도시는 당뇨병으로 죽는 사람의 수가 다른 도시보다 많다.,3. 많은 사람들이 도시 생활을 선호한다.,Kocommon_Gen
"2층 창문에서 뛰어내렸다.
     다음 결과에 적절한 답은 무엇일까요?",다리가 부러졌다.,다리가 다 나았다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {동생,발,구르다,잃어버리다,나}
1. 동생이 공을 발로 차다가 구르게 했다.
2. 발을 구르다가 넘어졌어.
3. 놀이터에서 동생을 잃어버린 나는 발만 동동 굴렀다.
4. 나는 어제 동생을 잃어버렸다.",3. 놀이터에서 동생을 잃어버린 나는 발만 동동 굴렀다.,2. 발을 구르다가 넘어졌어.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {사람들,동요하다,불구하다,설득,그}
1. 불구하고, 그는 계속 전진했다.
2. 사람들은 그의 설득에도 불구하고 전혀 동요하지 않았다.
3. 어린이들이 동요를 부르고 있다.
4. 사람들은 쉽게 설득될 수 있다.",2. 사람들은 그의 설득에도 불구하고 전혀 동요하지 않았다.,3. 어린이들이 동요를 부르고 있다.,Kocommon_Gen
"그는 라디오 볼륨을 높였다.
     다음 원인에 적절한 답은 무엇일까요?", 좋아하는 음악이 라디오에서 나왔다.,싫어하는 음악이 라디오에서 나왔다.,Hellaswag
"알코올로 물건을 닦는다.
     다음 결과에 적절한 답은 무엇일까요?",물건이 소독된다.,물건이 탈색된다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {기여하다,보도,신문,끌어들이다,시청자들}
1. 신문은 여전히 많은 시청자들의 관심을 받고 있다.
2. 시청자들을 텔레비전으로 끌어들이는 데 신문 보도가 기여했다.
3. 기여하다는 다른 사람이나 사회에 도움을 주는 행위를 말한다.
4. 보도 자료를 작성할 때 중요한 사실들을 끌어들이다.",2. 시청자들을 텔레비전으로 끌어들이는 데 신문 보도가 기여했다.,4. 보도 자료를 작성할 때 중요한 사실들을 끌어들이다.,Kocommon_Gen
"음식에 곰팡이가 생겼다.
     다음 원인에 적절한 답은 무엇일까요?",음식을 냉장보관했다.,음식을 상온에 보관했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {흐리다,보이다,앞,안개}
1. 흐린 날씨에 시야가 좁아집니다.
2. 안개 때문에 시야가 보입니다.
3. 앞이 많이 흐립니다.
4. 안개가 잔뜩 껴서 앞이 잘 보이지 않고 흐리다.",4. 안개가 잔뜩 껴서 앞이 잘 보이지 않고 흐리다.,1. 흐린 날씨에 시야가 좁아집니다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {들어오다,문,열다,민준이}
1. 민준이가 문을 닫았다.
2. 민준이가 집에 들어와서 컴퓨터를 켰다.
3. 화가 난 민준이는 문을 열고 들어왔다.
4. 문이 열리자 다른 친구들이 들어왔다.",3. 화가 난 민준이는 문을 열고 들어왔다.,1. 민준이가 문을 닫았다.,Kocommon_Gen
"남자에게 노안이 왔다.
     다음 원인에 적절한 답은 무엇일까요?",남자는 나이가 많았다.,남자는 나이가 어렸다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {지하,들어서다,먼지,뿌옇다,날리다,매캐하다}
1. 지하에 들어서자마자 먼지 때문에 기침이 나왔다.
2. 지하에 들어서자 매캐한 먼지가 창문을 통해 뿌옇게 날렸다.
3. 뿌옇게 날리는 먼지를 보며 등산을 포기했다.
4. 지하 식당은 매캐한 냄새로 가득했다.",2. 지하에 들어서자 매캐한 먼지가 창문을 통해 뿌옇게 날렸다.,3. 뿌옇게 날리는 먼지를 보며 등산을 포기했다.,Kocommon_Gen
"사진사가 아이를 웃게 했다.
     다음 결과에 적절한 답은 무엇일까요?",사진사가 아이의 모습을 빠르게 찍었다.,사진사가 장난감을 흔들었다.,Hellaswag
"여자가 이어폰을 귀에 꽂았다.
     다음 결과에 적절한 답은 무엇일까요?",여자가 음악을 듣는다.,여자가 잠을 잔다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {들어가다,늦다,집,있다,회식}
1. 오늘 회식이 있다.
2. 집에 늦게 들어가다.
3. 회식이 있어서 약속 시간에 늦어서 집에 일찍 들어갔다.
4. 늦는다고 해서 걱정하지 말아요.",3. 회식이 있어서 약속 시간에 늦어서 집에 일찍 들어갔다.,2. 집에 늦게 들어가다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {군인들,깜깜하다,앞,일}
1. 깜깜한 밤하늘을 바라보며 소원을 빌었다.
2. 모든 군인들은 앞으로의 일이 깜깜하기만 했다.
3. 군인들은 훈련 중에 집중해야 한다.
4. 앞으로의 일은 아무도 예측할 수 없다.",2. 모든 군인들은 앞으로의 일이 깜깜하기만 했다.,3. 군인들은 훈련 중에 집중해야 한다.,Kocommon_Gen
"남자가 귀를 3년간 파지 않았다.
     다음 결과에 적절한 답은 무엇일까요?",남자의 귀에 귀지가 가득 찼다.,남자의 코에 코딱지가 가득찼다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {사용하다,단어,피하다,중복}
1. 단어의 사용은 문장을 이해하기 쉽게 만든다.
2. 중복되는 정보를 피하는 것이 중요하다.
3. 중복된 단어의 선택은 피하야 한다.
4. 나는 되도록 중복을 피해 다른 단어를 사용한다.",4. 나는 되도록 중복을 피해 다른 단어를 사용한다.,3. 중복된 단어의 선택은 피하야 한다.,Kocommon_Gen
"나라가 경제 불황에 빠졌다.
     다음 결과에 적절한 답은 무엇일까요?",많은 사람이 실직했다.,취업률이 증가했다.,Hellaswag
"여자는 사다리를 타고 지붕 위에 올라갔다.
     다음 원인에 적절한 답은 무엇일까요?",지붕이 망가져 물이 샜다.,여자는 지붕을 수리했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {집,건너가다,병세,이모,연락하다,어떻다}
1. 그 집은 건너가기 어렵다는 소문이 있어.
2. 병세가 심각하여 이모에게 연락해야 해.
3. 어떻게 집을 건너가야 할지 모르겠어.
4. 이모 집에 건너가면 살펴보고 병세가 어떤지 급히 연락해야 한다.",4. 이모 집에 건너가면 살펴보고 병세가 어떤지 급히 연락해야 한다.,3. 어떻게 집을 건너가야 할지 모르겠어.,Kocommon_Gen
"여자가 우회전 깜빡이를 켰다.
     다음 결과에 적절한 답은 무엇일까요?",여자가 우회전을 했다.,여자가 좌회전을 했다.,Hellaswag
"실업자가 늘어났다.
     다음 원인에 적절한 답은 무엇일까요?",은행과 기업이 도산했다.,실업 구제 산업을 펼쳤다.,Hellaswag
"남자는 근무 시간에 태만을 부렸다.
     다음 결과에 적절한 답은 무엇일까요?",남자는 직장에서 해고되었다.,남자는 새로운 회사에 고용되었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {정도,잃다,어지럽히다,머리,아픔,정신}
1. 어지럽히다 정신이 명료하지 못할 때가 많다.
2. 머리 아픔이 오랜 시간 지속됐다.
3. 그녀는 쉽게 집중을 잃는 편이다.
4. 정신을 잃을 정도의 아픔이 머리를 계속 어지럽혔다.",4. 정신을 잃을 정도의 아픔이 머리를 계속 어지럽혔다.,1. 어지럽히다 정신이 명료하지 못할 때가 많다.,Kocommon_Gen
